Observer ,Year,Month,Sunday,Site,Family,Genus,Species,Fork length,Coeff a,Coeff b,Weight (g)
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,31.49365,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.16516,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.07839,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.0598,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.95297,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.71248,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.68219,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.65008,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.75278,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.73281,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,18.20953,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,17.58845,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.00096,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.52159,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.69966,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.08248,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.25484,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,16.18628,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,17.96962,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.57362,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.55461,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.78705,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.64786,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.47416,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.48047,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.04009,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.27032,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.33566,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,17.41307,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,18.3395,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.5688,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.63927,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.18929,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.07861,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.84992,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.28749,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.66923,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.09818,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.81954,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.70977,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.00627,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.33463,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.26269,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.55859,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.93643,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.22575,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,30.65014,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.57306,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.50049,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.0047,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,30.21296,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.61499,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.10729,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.50987,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.05262,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.67702,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.9997,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.31465,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.40927,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.63418,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.42937,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.56588,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.6439,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.862,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.61416,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.31675,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.14748,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.11529,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.66367,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.20321,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.99832,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.33857,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.28469,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.06454,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.31968,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.12591,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.64631,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.47454,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.35647,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.36116,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.46983,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,28.42643,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,28.10561,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.16357,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.80202,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.25494,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.36193,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.57324,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.39546,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.98481,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.07892,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.0436,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.12112,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.96878,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.27098,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.60185,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.66311,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,28.54456,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,28.82123,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.00093,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.95245,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.57575,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.71236,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.94549,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.45748,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.82875,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.39323,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.95037,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.72026,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.33758,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.99669,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.14697,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.75702,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.31776,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.35821,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.1472,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.06077,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.22114,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.63731,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.53044,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.92288,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.89272,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.78736,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.4281,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.94506,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.47259,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.0738,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.75189,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.32708,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.97676,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.08766,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.66157,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.00791,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.82563,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.9103,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.22741,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.7053,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.70986,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,28.29512,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,32.10237,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.89131,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.37638,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.47453,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.12299,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.62683,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.38723,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.70114,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.6584,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.30553,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.27777,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,18.85794,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.346,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.62243,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.20427,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.21874,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.18412,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.08703,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.19881,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.68062,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.32051,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.70709,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.47718,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.85876,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.00573,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.44985,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.47727,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,18.6044,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.03593,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.27506,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.36373,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,18.67492,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.01077,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.41799,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.34248,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.46396,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.53231,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,18.42371,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.20485,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.76742,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.36431,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.86677,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.41297,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.04897,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.26209,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.60634,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.80645,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.6165,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.06187,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.41446,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.1841,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.23136,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.36108,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.35943,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.77826,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.17275,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.60992,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,18.77943,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.12874,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.14908,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.39079,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.2086,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.16005,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.15038,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.83613,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.96043,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.24596,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.81642,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,28.62603,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.47023,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,28.37079,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.55953,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.9235,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,28.8469,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.44281,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,30.00599,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.45468,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.23579,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.02807,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.90759,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.58527,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.90858,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.65885,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.61863,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.69077,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.53703,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.08846,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.42425,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.50437,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.42868,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.25889,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.5887,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.26415,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.85588,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.9546,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.75854,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.97096,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.42927,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.44131,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.8105,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.30886,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.1473,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.99508,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.42864,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.73098,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.00115,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.53263,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.68698,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.20877,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.74377,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.10997,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.38864,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.94511,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.62606,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.27437,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.98897,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.90733,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.07086,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.49743,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.76851,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.58678,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.56267,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,20.50192,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.07615,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,19.43628,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.38366,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.59571,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.93342,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.65152,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.70314,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.83053,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.96624,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.08457,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.20444,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.64932,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.75996,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.12766,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.86463,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.71472,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.0377,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.1442,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.08021,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.28399,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.95301,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.32887,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.27664,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.53715,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.55687,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.48724,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.72258,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.23753,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.17949,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.32832,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.74077,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.03985,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.22944,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,27.33117,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.46793,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.14895,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,21.80174,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,29.71877,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,28.05582,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,26.51503,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.28799,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.30346,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,25.78173,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.93085,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.8051,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.57722,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,24.01449,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.68372,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.94719,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.91807,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.30555,,,
Kamal,2012,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.51122,,,
Kamal,2012,April,3,Papeete market,Scaridae,Scarus,psittacus,29.21994,,,
Kamal,2012,April,3,Papeete market,Scaridae,Scarus,psittacus,24.5767,,,
Kamal,2012,April,3,Papeete market,Scaridae,Scarus,psittacus,26.95871,,,
